"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U02001AN1977PLC000005","21-01-1977","ANDAMAN AND NICOBAR ISLANDS FOREST AND PLANTATION DEVELOPMENT CORPORATION LIMITED..","ACTIVE","Public","Company Limited by Shares","60,000,000.00","35,918,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","VANVIKAS BHAVAN P.O. HEDDO PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U02001AN1984PTC000014","16-11-1984","ANDAMAN WOOD WORKS PRIVATE LIMITED.","ACTIVE","Private","Company Limited by Shares","1,000,000.00","371,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","xx xx Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U02001AN1987PTC000023","16-04-1987","ANDAMAN WOOD PRODUCES (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","205,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","MB 9/44 JUNGLI GHAT PORT BLAIR ANDAMAN NICOBAR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U05000AN2007PTC000090","23-10-2007","BAY ISLAND FISHERIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","900,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","M.B 15, M.G ROAD ABERDEEN BAZAR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U05000AN2008PTC000105","12-12-2008","MADURAI MEENAKSHI FISHING COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","CH-43,PARANASALA RAMPUR RANGAT Andaman and Nicobar Islands INDIA 744206","Indian Non-Government Company"
"U05000AN2014PTC000234","31-10-2014","GATEWAY FISHING & LOGISTICS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","JN ROAD HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U05001AN1985PTC000015","6-04-1985","ANDAMAN MARINE INDUSTRIES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","40,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","Aberdeen Village Near Marine Dockyard Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U05001AN1988PTC000026","11-02-1988","NOBTUN FISHERIES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","Opp.Airport Lamba Line Port Blair Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U05001AN1988PTC000027","8-03-1988","ANDAMAN AND NICOBAR FISH PROCESSING PROJECT PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","400,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","96 /3 Dhanikhari South Andamans Port Blair Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U05001AN1991SGC000035","10-05-1991","ANDAMAN FISHERIES LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","10,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","Udyog Parisar Middle Point Andaman and Nicobar Islands INDIA 744104","State Government Company"
"U05001AN1994PTC000047","15-07-1994","OCEAN AIDS MARINE PRODUCTS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","5,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Agriculture and Allied Activities","Lamba Line ,Post Box No 428 Port Blair Andaman Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U14100AN2009PTC000126","9-12-2009","ANDAMAN STONE PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","150,000.00","Andaman and Nicobar Islands","RoC-Chennai","Mining & Quarrying","M.B 34 ABERDEEN BAZAR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U14106AN2009PTC000120","28-07-2009","IYYAN BLUE METALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Mining & Quarrying","NEAR TCI SEAWAYS JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U15120AN2012PTC000174","29-06-2012","ARYAN AQUA (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","600,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Food stuffs)","Survey No-182/13 CALICUT VILLAGE PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U15122AN2010PTC000131","22-01-2010","ICY SPICY ICE CREAM PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Food stuffs)","BASMENT, ISELAND ARCADE JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U15122AN2012PTC000176","18-07-2012","JEHOVAN MARINE EXPORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Food stuffs)","SHOP NO. 23, MUNICIPAL MARKET, DAIRY FARM, NR. GANESH TEMPLE, SOUTH ANDAMAN, PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U15500AN2013PTC000213","13-11-2013","CALCUTTA FOOD AND BOTTLING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Food stuffs)","ABERDEEN BAZAAR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U15543AN2010PTC000137","5-04-2010","ECOGEN CRYSTALLINE WATER PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Food stuffs)","57(1) DAIRY FARM WARD NO.7 PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U20232AN2012PTC000183","12-11-2012","VCARE DRUGS AND PHARMACEUTICALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Wood Products)","124 J N ROAD DELANIPUR, HADDO POST PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U22110AN1989PTC000032","6-09-1989","ANDAMAN AND NICOBAR PublicLISHERS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","12,500.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Paper & Paper products, Publiclishing, printing and reproduction of recorded media)","MB 362,Junglighat Port Blair Andaman Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U22130AN2004PTC000073","30-11-2004","GEZIRA PublicLICATIONS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","475,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Paper & Paper products, Publiclishing, printing and reproduction of recorded media)","Whitehouse,23/3, Kalibari Road Prem Nagar Port Blair Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U22210AN2009PTC000117","19-06-2009","KRG PublicLICATIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Paper & Paper products, Publiclishing, printing and reproduction of recorded media)","BUNIYADABAD HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U24221AN1994PTC000044","8-03-1994","ANDAMAN PAINTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","630,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Metals & Chemicals, and products thereof)","Plot No D 14 Industrial Estate Garacharma Port Blair Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U27101AN1988PTC000025","11-02-1988","ISLAND RE-ROLLING MILLS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Metals & Chemicals, and products thereof)","Tower House Aberdeen Bazar Port Blair Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U27107AN1994PTC000045","29-03-1994","WESTERN STEEL CONSTRUCTION PRIVATE LIMITED.","DORMANT","Private","Company Limited by Shares","1,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Metals & Chemicals, and products thereof)","No 3 4 Krishna Building 1st Floor Haddo Road Port Blair Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U28111AN1989PTC000033","12-09-1989","SURYADWEEP ISPAT UDHYOG PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Metals & Chemicals, and products thereof)","Schooline Port Blair Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U28112AN1990PTC000034","27-09-1990","ANDAMAN ENGINEERING & PETROLEUM AGENCIES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","250,000.00","25,000.00","Andaman and Nicobar Islands","RoC-Chennai","Manufacturing (Metals & Chemicals, and products thereof)","Rangat Rangat Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U40103AN2009PTC000111","26-03-2009","SUNNY POWER TECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Electricity, Gas & Water companies","SURVEY NO - 4/2 PROTHRAPUR, GARACHARMA POST. PORT BLAIR Andaman and Nicobar Islands INDIA 744105","Indian Non-Government Company"
"U41000AN2005PTC000076","23-08-2005","ANDAMAN WATERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Electricity, Gas & Water companies","Mehmood Manzil, S.No.M.B 33, Atlanta Point,Abeerdeen Bazaar Port Blair Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45200AN2007PTC000089","23-10-2007","RCS INFRASTRUCTURE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","3,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","LAXMI HOLLOW BLOCK INDUSTRY BATHUBASTHI, GARACHARMA POST PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45200AN2008PTC000098","27-05-2008","MALIK INFRASTRUCTURE (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","MGR 3/A, JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45200AN2008PTC000100","15-07-2008","BHARAT MULTITECH INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","7,500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","MGR 3/A, Junglighat, No.7, PB No.539, Port Blair Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45200AN2009PTC000124","23-11-2009","AYUSH JOTI BUILDERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","SHOP NO. 7 BENGALI CLUB BUILDING PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45200AN2010PTC000133","22-03-2010","MADURAI MEENAKSHI CONSTRUCTION (INDIA)PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","450,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","57(1) DAIRY FARM WARD NO.7 PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45200AN2010PTC000141","4-05-2010","ARASI PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","No-22, CHURCH LANE GOALGHAR, JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45200AN2010PTC000142","4-05-2010","SAKTHI BUILDERS (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45200AN2011PTC000153","22-03-2011","S K S & DEVELOPERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","900,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","NEAR APWD CENTRAL STORE PHOENIX BAY PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45200AN2011PTC000162","2-09-2011","PRASHANTH ERECTOR AND BUILDERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","109 M G ROAD MIDDLE POINT PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN1983PTC000010","25-11-1983","PRASHANTH CONSTRUCTIONS AND ENGINEERING COMPANY PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,500,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Construction","xx xx Andaman and Nicobar Islands INDIA 744104","Indian Non-Government Company"
"U45201AN2003PTC000068","10-02-2003","G.R. REAL ESTATES PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","20,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","G B 178, Junglighat Port Blair Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45201AN2003PTC000069","7-11-2003","S.H. REALTORS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00",NA,"Andaman and Nicobar Islands","RoC-Chennai","Construction","Junglighat Port Blair Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45201AN2004PTC000072","20-05-2004","LOKENATH REAL ESTATE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","170,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","14 FMC Road PremNagar Port Blair Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN2006PTC000078","18-10-2006","A G P CONSTRUCTIONS COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","Bathu basti Garacharma Port Blair Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN2007PTC000085","20-06-2007","KAMPS PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","5,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","Gati Coast to Coast Build Delanipur Port Blair Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN2007PTC000086","11-07-2007","ANDAMAN NIRMAN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","2,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","Junglighat Port Blair Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN2012PTC000185","20-12-2012","HITECH CIVIL ENGINEERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","PLOT NO. 9, 8/9 SAHAJEEVAN COLONY POST BOX NO.721, HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45201AN2013PTC000204","31-07-2013","ISLAND REALCON INDIA PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","SHOP NO 3 GANDHI BHAVAN PHONEIX BAY PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45201AN2014PTC000218","10-03-2014","ARUL EARTH MOVERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","BIMBLITAN GARACHARMA PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45202AN2010PTC000130","20-01-2010","M N V INFRASTRUCTURE (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","MB 8/153 DAIRY FARM PO JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45202AN2014PTC000224","9-07-2014","MANICKAM PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","150,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","NO. 16 H.C ROAD HORTICULTURE ROAD, HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45203AN2010PTC000136","27-03-2010","S K SHAKTI BUILDERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","ABERDEEN BAZAR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45203AN2010PTC000140","30-04-2010","GCVD INFRATECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","750,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","V.I.P. ROAD JUNGLIGHAT PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45208AN2011PTC000155","19-04-2011","M SUBRAMANIAM ENGINEERING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","HOTEL MSM DIARY FARM JUNCTION, JUNGLIGHAT POST PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45208AN2011PTC000165","3-10-2011","P SURYA RAO CONSTRUCTION (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","109 M G ROAD MIDDLE POINT PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45208AN2013PLC000202","26-07-2013","ANID PROJECTS LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","GOAL GHAR PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45208AN2013PTC000191","8-04-2013","LALL INFRASTRUCTURES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","BIRDLINE PROTHRAPUR PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45208AN2013PTC000197","6-06-2013","C M ROY CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","ROOM NO. 11 MARTHOMA CHURCH COMPLEX GOAL GHAR PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45209AN2009PTC000108","2-02-2009","MANICKAM CONSTRUCTIONS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","810,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","132/10 J.N ROAD HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45209AN2011PTC000163","19-09-2011","RAVI REALCON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","5,000,000.00","3,245,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","NO. 75 J.N ROAD HADDO HADDO PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45400AN2008PTC000095","1-02-2008","HOTEL BLUE LAGOON(ANDAMAN) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","3,000,000.00","2,220,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","GARACHARMA PO GARACHARMA PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45400AN2009PTC000109","9-02-2009","S L PROJECTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","800,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","PROTHRAPUR PORT BLAIR PORT BLAIR Andaman and Nicobar Islands INDIA 744102","Indian Non-Government Company"
"U45400AN2009PTC000112","29-04-2009","GST CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","SRI VIGNESH BHAVAN PROTHRAPUR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
"U45400AN2010PTC000139","23-04-2010","SRILEKSHMIVIHAR PROPERTIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","ROOM NO.14 , SAPNA COMPLEX BATHUBASTI, GARACHARMA PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45400AN2012PTC000167","16-01-2012","K C M BUILDERS AND CONSTRUCTIONS (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","K C M BUILDERS & CONSTRUCTIONS (INDIA) PVT LTD KRIPANAND COLONY, SCHOOL LINE PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45400AN2012PTC000172","21-03-2012","S P SHUKLA BUILDERS AND CONTRACTORS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","NO.335 PROTHRAPUR-II PORT BLAIR Andaman and Nicobar Islands INDIA 744103","Indian Non-Government Company"
"U45400AN2013PTC000195","5-06-2013","P.G EAPPEN CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Andaman and Nicobar Islands","RoC-Chennai","Construction","ROOM NO. 5 GROUND FLOOR MARTHOMA CHURCH COMPLEX GOALGHAR PORT BLAIR Andaman and Nicobar Islands INDIA 744101","Indian Non-Government Company"
