"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"L21012HP1980PLC004336","8-12-1980","RUCHIRA PAPERS LIMITED","ACTIVE","Public","Company Limited by Shares","310,000,000.00","224,218,040.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","TRILOK PUR ROADKALA AMB DISTT SIRMAUR HIMACHAL PARDESH Himachal Pradesh INDIA 173030","Indian Non-Government Company"
"L21012HP1994PLC014173","31-01-1994","NAPA PAPERS LTD","DORMANT","Public","Company Limited by Shares","90,000,000.00","700","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","PLANT & MACHINERY LYING ATVILL JHARMAJRI BAROTIWALA BADDI ROAD SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L21022HP1989PLC009383","1-06-1989","HIMACHAL TISSUES LTD","AMALGAMATED","Public","Company Limited by Shares","150,000,000.00","7,862,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","TIRLOK PUR ROADKALA AMB SIRMOUR HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L24230HP2004PLC027558","8-10-2004","JHS SVENDGAARD LABORATORIES LIMITED","ACTIVE","Public","Company Limited by Shares","500,000,000.00","240,952,520.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","TRILOKPUR ROADKALA AMB DISTT SIRMAUR HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L24231HP1984PLC006028","1-12-1984","MOREPEN LABORATORIES LIMITED","ACTIVE","Public","Company Limited by Shares","2,100,000,000.00","2,096,172,506.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","VILLAGE MOREPEN NALAGARH ROAD NEAR BADDI DISTT SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA 173205","Indian Non-Government Company"
"L24232HP2002PLC000267","23-01-2002","BROOKS LABORATORIES LIMITED","ACTIVE","Public","Company Limited by Shares","200,000,000.00","161,864,220.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","VILLAGE KISHANPURA NALAGARH ROAD, BADDI NALAGARH Himachal Pradesh INDIA 174101","Indian Non-Government Company"
"L25209HP1985PLC006461","13-09-1985","OBEROI PLASTICS LIMITED","UNDER LIQUIDATION","Public","Company Limited by Shares","1,000,000.00","2,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","SIMLA. H P Himachal Pradesh INDIA","Indian Non-Government Company"
"L25209HP1989PLC009557","27-07-1989","STURDY INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","185,000,000.00","148,617,920.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","21 INDUSTRIAL AREAPARWANOO BADDI HIMACHAL PRADESH Himachal Pradesh INDIA 173205","Indian Non-Government Company"
"L26101HP1981PLC004430","27-02-1981","JAI MATA GLASS LIMITED","ACTIVE","Public","Company Limited by Shares","117,500,000.00","100,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","VILLAGE TIPRABAROTIWALA DISTT SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA 174103","Indian Non-Government Company"
"L26941HP1991PLC011670","21-09-1991","DYNO POWER & INFRASTRUCTURE LIMITED","ACTIVE","Public","Company Limited by Shares","215,000,000.00","53,270,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","VPO DHEROWALTEH NALAGARH SOLAN HP Himachal Pradesh INDIA","Indian Non-Government Company"
"L26943HP1992PLC016791","9-07-1992","SURAJ INDUSTRIES LTD","ACTIVE","Public","Company Limited by Shares","100,000,000.00","73,430,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","SANSARPUR TERRACE,DISTT. KANGRA. Himachal Pradesh INDIA","Indian Non-Government Company"
"L27101HP1984PLC005862","18-06-1984","SHIVALIK BIMETAL CONTROLS LTD","ACTIVE","Public","Company Limited by Shares","150,000,000.00","38,402,800.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","16 18 NEW ELECTRONICS COMPLEX,CHAMBAGHAT DISTT SOLAN HIMACHAL Himachal Pradesh INDIA 173213","Indian Non-Government Company"
"L27106HP1983PLC005643","22-11-1983","HIMACHAL TUBES AND WIRES LIMITED","DORMANT","Public","Company Limited by Shares","75,000,000.00","11,213,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","BILLANWALI LUBANA BADDI,TEHSIL NALAGARH DISTT SOLAN Himachal Pradesh INDIA","Indian Non-Government Company"
"L27106HP1985PLC006378","24-07-1985","COSMO FERRITES LIMITED","ACTIVE","Public","Company Limited by Shares","230,000,000.00","140,300,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Metals & Chemicals, and products thereof)","P.O. JABLI DISTT SOLAN JABLI Himachal Pradesh INDIA 173209","Indian Non-Government Company"
"L29130HP1971PLC000904","27-03-1971","GUJARAT AUTOMOTIVE GEARS LIMITED","ACTIVE","Public","Company Limited by Shares","10,000,000.00","3,500,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Machinery & Equipments)","VILLAGE BILLANWALI, BADDI BADDI Himachal Pradesh INDIA 173205","Indian Non-Government Company"
"L33302HP1981PLC008123","8-01-1981","KDDL LIMITED","ACTIVE","Public","Company Limited by Shares","124,800,000.00","90,764,700.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Machinery & Equipments)","Plot No.3, Sector III, Parwanoo Himachal Pradesh INDIA 173220","Indian Non-Government Company"
"L34300HP1985PLC006162","1-03-1985","AUTOCOMPS INDIA LIMITED","DORMANT","Public","Company Limited by Shares","80,000,000.00","79,954,650.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Machinery & Equipments)","NO.1,INDUSTRIAL AREA,PARWANOODISTT. SOLAN--173220. Himachal Pradesh INDIA","Indian Non-Government Company"
"L35202HP1992PLC012339","2-06-1992","K K ROPEWAYS LIMITED","ACTIVE","Public","Company Limited by Shares","90,000,000.00","43,543,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Manufacturing (Machinery & Equipments)","JABLITEHSIL KASAULI SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L40101HP1988GOI008409","24-05-1988","SJVN LIMITED","ACTIVE","Public","Company Limited by Shares","70,000,000,000.00","41,366,265,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Electricity, Gas & Water companies","HIMFED BULDING NEW SHIMLA HIMACHAL PRADESH Himachal Pradesh INDIA 171009","Union Government Company"
"L40101HP1994PLC015483","21-12-1994","JAIPRAKASH POWER VENTURES LIMITED","ACTIVE","Public","Company Limited by Shares","113,000,000,000.00","29,380,030,840.00","Himachal Pradesh","RoC-Himachal Pradesh","Electricity, Gas & Water companies","JUIT COMPLEX, WAKNAGHAT P.O. DUMEHAR BANI, KANDAGHAT SOLAN Himachal Pradesh INDIA 173215","Indian Non-Government Company"
"L45202HP1984PLC005708","20-01-1984","POLO HOTELS LTD","DORMANT","Public","Company Limited by Shares","40,000,000.00","1,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Construction","SHIMLA H P Himachal Pradesh INDIA","Indian Non-Government Company"
"L51103HP1982PLC005083","28-08-1982","DEVRUP TRADING LIMITED","ACTIVE","Public","Company Limited by Shares","13,500,000.00","11,302,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","M & I Watches, Regional Facility Center Shed No. 11, Industrial Estate, Chambaghat Solan Himachal Pradesh INDIA 173205","Indian Non-Government Company"
"L51395HP1985PLC012209","2-09-1985","B C C FUBA INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","65,000,000.00","60,581,500.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","4 KM SWARGHAT ROADNALAGARH DISTT SOLAN himachal pradesh Himachal Pradesh INDIA 174101","Indian Non-Government Company"
"L51505HP1993PLC031724","26-11-1993","LS INDUSTRIES LIMITED","ACTIVE","Public","Company Limited by Shares","1,130,000,000.00","848,818,700.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","VILLAGE BAIRSEN P.O. MANJHOLI, TEHSIL NALAGARH Himachal Pradesh INDIA 174101","Indian Non-Government Company"
"L51909HP1985PLC006412","20-08-1985","FERNHILL INDUSTRIES LIMITED","DORMANT","Public","Company Limited by Shares","57,500,000.00","48,322,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","BATA MANDIYAMUNA NAGAR ROAD PAONTA SAHIB SIRMUR himachal pradesh Himachal Pradesh INDIA","Indian Non-Government Company"
"L55101HP1986PLC006678","5-02-1986","U G HOTELS AND RESORTS LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","80,982,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","SHILON BAGHKUFRI CHAIL ROAD P O MUNDA GHAT DISTT SHIMLA HIMACHAL PRADESH Himachal Pradesh INDIA 171012","Indian Non-Government Company"
"L55101HP1987PLC007312","24-02-1987","SAGAR TOURIST RESORTS LIMITED","ACTIVE","Public","Company Limited by Shares","75,000,000.00","53,611,300.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","SAGAR NIWASMANALI KULLU MANALI HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L55101HP1991PLC011636","11-09-1991","GOLDEN TOURIST RESORTS AND DEVELOPMENT LIMITED","DORMANT","Public","Company Limited by Shares","220,000,000.00","196,614,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Trading","SUSHMA SADANSANSOLI CHOWK DISTT SHIMLA HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"L63040HP1994PLC019011","3-01-1994","JAGSON AIRLINES LIMITED","ACTIVE","Public","Company Limited by Shares","500,000,000.00","201,689,800.00","Himachal Pradesh","RoC-Himachal Pradesh","Transport, storage and Communications","18B SDA COMPLEXKASUMPTI SHIMLA HIMACHAL PRADESH Himachal Pradesh INDIA 171009","Indian Non-Government Company"
"L64200HP1987PLC007466","11-05-1987","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","ACTIVE","Public","Company Limited by Shares","7,600,000,000.00","2,044,377,194.00","Himachal Pradesh","RoC-Himachal Pradesh","Transport, storage and Communications","8 ELECTRONICS COMPLEX CHAMBAGHAT,SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA 173213","Indian Non-Government Company"
"L70102HP1995PLC015854","21-02-1995","GLOBAL LAND MASTERS CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","500,000,000.00","68,482,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Real Estate and Renting","Shop No. 1, Gole Market Sai Road Baddi Himachal Pradesh INDIA 173205","Indian Non-Government Company"
"L72200HP1989ULL009244","10-04-1989","EIDER TECHNOLOGIES LIMITED","ACTIVE","Public","Unlimited Company","110,000,000.00","101,476,500.00","Himachal Pradesh","RoC-Himachal Pradesh","Business Services","TRILOK PUR ROAD KALA AMB sirmour Himachal Pradesh INDIA 171001","Indian Non-Government Company"
"L91120HP1993PLC013127","11-03-1993","HIMALYAN FINANCIAL SERVICES LIMITED","ACTIVE","Public","Company Limited by Shares","32,500,000.00","30,008,000.00","Himachal Pradesh","RoC-Himachal Pradesh","Community, personal & Social Services","MADAN COTTAGE NEAR B D OOFFICE BY PASS ROAD SAPROON SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA 173211","Indian Non-Government Company"
"L99999HP1948PLC001381","11-08-1948","NATIONAL CEREALS PRODUCTS LIMITED","ACTIVE","Public","Company Limited by Shares","3,000,000.00","1,314,528.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"SOLAN BREWERYP O SIMLA HILLS SOLAN HIMACHAL PRADESH Himachal Pradesh INDIA 173214","Indian Non-Government Company"
"U00000HP1975PLC003592","15-09-1975","HIM CHEM LTD","ACTIVE","Public","Company Limited by Shares","100,000,000.00","90,651,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE KHERAPINJORE NALAGARH DISTT SOLAN solan Himachal Pradesh INDIA 174101","Indian Non-Government Company"
"U00000HP1984PTC005709","7-01-1984","UMESH INDUSTRIAL ENTERPRISES PVT LTD","ACTIVE","Private","Company Limited by Shares","2,400,000.00","1,400,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"Hadbast No. 138, Near Gurind Glass Mouza Johron, Kala Amb, Tehsil Nahan Himachal Pradesh INDIA 173030","Indian Non-Government Company"
"U00000HP1994SGC014169","31-01-1994","HIMACHAL BACKWARD CLASSES FINANCE AND DEVELOPMENT CORPORATION","ACTIVE","Public","Company Limited by Shares","100,000,000.00","100,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"PWD REST HOUSE ROAD KANGRA HIMACHAL PRADESH Himachal Pradesh INDIA 176001","State Government Company"
"U00000HP1995PTC021809","24-02-1995","KNIGHT QUEEN INDUSTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","60,000,000.00","47,873,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE-KHERI, TIRLOK PUR ROADKALA-AMB BLOCK, NAHAN, DISTT.SIRMOR PIN.173030 Himachal Pradesh INDIA","Indian Non-Government Company"
"U00000HP2000PLC024040","6-11-2000","HIMACHAL INDAGE LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","500,070.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"HOUSE NO.25/1, JAJEHAR HOUSE, DHINGU HILL ROAD, SANJAULI SHIMLA Himachal Pradesh INDIA 171006","Indian Non-Government Company"
"U00000HP2001PLC000113","10-04-2001","TARINI HYDROELECTRIC POWER LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"Village Mauja Nirmand Tehsil Nirmand Himachal Pradesh INDIA 172023","Indian Non-Government Company"
"U00000HP2003PTC026081","5-06-2003","SOHANAA INTERNATIONAL PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000,000.00","180,965,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"P NO 16 17 EXPORT INDUSTRIALPROMOTION PARK PHASE I JHARMAJRI DISTT SOLAN HP Himachal Pradesh INDIA","Indian Non-Government Company"
"U00000HP2003PTC026421","3-10-2003","ROLAND IMPEX PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"UNA HIMACHAL PRADESH Himachal Pradesh INDIA","Indian Non-Government Company"
"U00000HP2004PTC027723","13-12-2004","GLOBAL MOBILE INFRASTRUCTURE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE BILLANWALI LABANAP O BADDI TEH NALAGARH DISTT SOLAN HP Himachal Pradesh INDIA 173001","Indian Non-Government Company"
"U00000HP2004PTC027725","14-12-2004","HIMALAYAN SKI VILLAGE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","72,600,000.00","70,232,160.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"SOHAM VILLAGESHURU P O JAGAT SUKH TEH MANALI DISTT KULLU HP Himachal Pradesh INDIA","Indian Non-Government Company"
"U00060HP2006PLC029563","24-01-2006","LYNX TELE-SOLUTIONS LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"MAIN BAZAR, KASUMPTI,SHIMLA (HP). SHIMLA (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00060HP2006PTC029489","6-01-2006","BJS ENTERPRISES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,500,000.00","1,400,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"SHASHI VILLA, NEAR NAVRATTAN GUEST HOUSE SHIMLA Himachal Pradesh INDIA 170002","Indian Non-Government Company"
"U00060HP2006PTC029549","20-01-2006","JASKARAN HOTELS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"DARSHAN COTTAGE, GOHRACHOWKI, SIHIMLA-5, (HP). CHOWKI, SIHIMLA-5, (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00060HP2006PTC029599","30-01-2006","REGENCY GANGANI ENERGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","230,000,000.00","220,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"REGENCY COMPLEX, RIVERVIEW LANE, PAONTA SAHIB, (HP). (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00060HP2006PTC029616","31-01-2006","HIMACHAL IRRIGATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"INDERPURI MARKET, WARD NO. 7,C.A. OFFICES OPP. NEW BUS STAND, PALAMPUR,KANGRA-176061 (H.P.). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00069HP2005PTC029194","17-11-2005","HEMSON HOTEL AND RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","125,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"H.NO. 269/13, SAULI KHAD,MANDI, DISTT. MANDI. MANDI, DISTT. MANDI. Himachal Pradesh INDIA","Indian Non-Government Company"
"U00069HP2005PTC029247","25-11-2005","SILENT PLANET HOLIDAYS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILL. KUTHERA, P.O. MALANGAN DISTT. BILASPUR (H.P.). DISTT. BILASPUR (H.P.). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00069HP2005PTC029339","12-12-2005","V.T. HOTELS AND RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,000,000.00","1,950,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"CHAIL BLOSSOM, P.O.CHAIL,TEH.KANDAGHAT SOLAN (HP). TEH.KANDAGHAT, SOLAN (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00069HP2005PTC029359","14-12-2005","HIMALAYA SANCTUARY RESORTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","700,000,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"3RD FLOOR, GANPATI BHAWAN, STRAWBERRY HILL CHOTTA SHIMLA SHIMLA Himachal Pradesh INDIA 171002","Indian Non-Government Company"
"U00082HP2005PTC029138","2-11-2005","KAPOOR BUILDCON PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"52/10, POST OFFICE ROAD,MANDI (HP). MANDI (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00082HP2005PTC029220","22-11-2005","ARSH HOUSING AND INDUSTRIAL PLOTS DEVELOPERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"ROOM NO. 1, OPPOSITE HAWELLFACTORY, VARDHMAN ROAD BADDI, DISTT. SOLAN. DISTT. SOLAN. Himachal Pradesh INDIA","Indian Non-Government Company"
"U00082HP2005PTC029230","24-11-2005","S P THAKUR CONSTRUCTION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"C/O SATPAL THAKUR, VPO PANDOH,DISTT. MANDI (H.P.). DISTT. MANDI (H.P.). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00082HP2005PTC029311","7-12-2005","DEV BHOOMI ENCLAVE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"SANJAULI DISTT. SHIMLA SANJAULI Himachal Pradesh INDIA","Indian Non-Government Company"
"U00201HP2005PTC029361","15-12-2005","DIGIT FOODS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","1,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE KULHARHIWALA,TEH. KASAULI, DISTT. SOLAN (HP). (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00201HP2005PTC029378","19-12-2005","REGAL SNACKS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","107,500,000.00","100,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"MAHILPUR ROAD, SHAMPURA,TEHALIWALI INDUSTRIAL AREA TEH & DISTT UNA UNA (HP)-176 671. Himachal Pradesh INDIA 176671","Indian Non-Government Company"
"U00221HP2005PTC029415","23-12-2005","GOVARDHAN BOTTLING PLANT PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","964,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"NATIONAL STREET, MANDI, DIST.MANDI (HP). MANDI (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00265HP2005PTC029376","16-12-2005","S.M TECHNO FOAM (INDIA) PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","30,000,000.00","1,250,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE BHADROYA P. O. LODHWAN, TEH. NURPUR, DISTT KANGRA, HIMACHAL PRADESH-176201 NURPUR Himachal Pradesh INDIA 176201","Indian Non-Government Company"
"U00304HP2005PTC029151","7-11-2005","UNI-SOLVE PHARMACEUTICALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","500,000.00","500,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"ROYAL CHAMBERS, KASAULI ROAD,SECTOR -2, PARWANOO, DISTT.SOLAN (HP). DISTT.SOLAN (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
"U00304HP2005PTC029450","30-12-2005","HEALTH GUARD LIFESCIENCES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE BELIDEOR, P.O. KHERA,TEH. NALAGARH DIST.SOLAN. TEH. NALAGARH, DIST.SOLAN. Himachal Pradesh INDIA","Indian Non-Government Company"
"U00304HP2005PTC029451","30-12-2005","BIODEAL PHARMACEUTICALS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","250,000,000.00","250,000,000.00","Himachal Pradesh","RoC-Himachal Pradesh",NA,"VILLAGE SAINI MAJRA,NALAGARH-ROPAR ROAD, TEH. NALAGARH, DISTT. SOLAN (HP). NALAGARH, DISTT. SOLAN (HP). Himachal Pradesh INDIA","Indian Non-Government Company"
