"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U01132NL2001PTC006562","6-28-2001","ATOTO TEA PLANTATION PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",200000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","H NO 389NAHABARI DIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01132NL2001PTC006563","6-28-2001","IVI PLANTATION AND MARKETING PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",2000000,30000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","P W D COLONYDIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01132NL2002PTC006951","11-21-2002","GNU TEA COMPANY PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",500000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","D C HILLSZUHENBOTO NAGALAND Nagaland INDIA 798620","Indian Non-Government Company"
"U01132NL2004PTC007331","2-13-2004","TIZIT VALLEY TEA ESTATE PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",200000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","TIZITDIST MON NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01132NL2004PTC007378","4-2-2004","LENTEN TEA ESTATES PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,150000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","HOUSE NO 33EAST DIMAPUR AO CHURCH DIST DIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01132NL2005PTC007779","6-8-2005","ZAKA TEA COMPANY PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","NIKHEKUCHUMMUKEDIMA DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01132NL2005PTC007816","7-13-2005","AKAWOTO TEA PLANTATION PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","NAHARBARIHOUSE NO 389 P O DIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01132NL2007PTC008240","4-27-2007","ATOQA PLANTATION AND MARKETING COMPANY PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",500000,0,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","HOUSE NO 55 LHOMITHI VILLAGE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01132NL2010PTC008271","5-25-2010","ARCANE AGROTECH PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",10000000,350000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","CHUMUKEDIMA, NEAR AGAPE SCHOOL DIMAPUR Nagaland INDIA 797103","Indian Non-Government Company"
"U01132NL2013PTC008358","10-15-2013","RANVEER PLANTATIONS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","M/S HARIRAM GUPTA CIRCULAR ROAD DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01132NL2013PTC008361","10-24-2013","ZATARA TEA PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",500000,300000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","AO KHASIRAM, OPPOSITE AO CHURCH DIMAPUR DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01134NL2005PTC007780","6-8-2005","HILL VIEW ORCHARDS PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","NEAR RENGMA CHURCHKHERMAHAL DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01400NL2011PTC008302","8-19-2011","XALU AGRI AND ALLIED COMPANY PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",500000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","XALU COTTAGE, 3RD MILE, CENSUS H/NO. 046(1) THILIXU VILLAGE, BLOCK-2, DOYAPUR ROAD DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01403NL2008PTC008248","5-5-2008","PRISTINE AGRITECH PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,0,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","CHUMUKEDIMA `A', BLOCK 4 NEAR ST. JOSEPH'S SCHOOL CHUMUKEDIMA Nagaland INDIA 797105","Indian Non-Government Company"
"U01403NL2008PTC008255","12-13-2008","BIOME AGRO PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",500000,0,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","HOKIVI BUILDING LHOMITHI COLONY POINT DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01403NL2010PTC008281","9-8-2010","HOMEMART AGROTECH PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","C/O Home Mart, House No 127, Opp Naga Shopping Arcade, Bank Colony, Kohima Road DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01403NL2010PTC008282","10-8-2010","NORTH EAST AGRI BUSINESS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",30000000,19031700,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","NEAR WALFORD BANK COLONY DIMAPUR NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U01403NL2010PTC008286","10-28-2010","HOKIYE & SONS AGRO BASED CO. PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",500000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","HOUSE NO. 1, KHEHOKHU VILLAGE KUHUBOTO SUB DIVISION DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01403NL2013PTC008360","10-24-2013","AZONG ENTERPRISES PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",100000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","HOUSE NO.-13, VILL.-SANGTAM TILLA NEAR SANGTAM CHURCH DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01409NL1985PTC002394","7-19-1985","NAGALAND AGRO INDUSTRIES PVT LTD","ACTIVE","Private","Company Limited by Shares",100000,200,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","GOLAGHAT ROADDIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01409NL1994PTC004068","2-3-1994","MAK PRODUCE COMPANY PVT LTD","STRIKE OFF","Private","Company Limited by Shares",20000,20,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","DUNCAN BASTIDIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01409NL1995PTC004587","10-10-1995","PACIFIC FLORITECH PVT LTD","ACTIVE","Private","Company Limited by Shares",10000000,3780000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","KHER MAHALNUTAN BASTI. DIMAPUR-797112 DIST.KOHIMA.NAGALAND. Nagaland INDIA","Indian Non-Government Company"
"U01409NL1999PTC005755","5-10-1999","LUMOKINGT AGRO-TECH PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,12000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","PANSOTUENSANG NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U01409NL1999PTC005981","12-17-1999","S K AND SONS AGRO PRIV LIMITED","DORMANT","Private","Company Limited by Shares",5000000,4200000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","P B NO 92 MODEL VILL5 TH MILE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U01409NL2000PTC006085","3-22-2000","JALUKIE VALLEY PROCUCTS PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",5000000,300000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","OPP HOLY CROSS CIRCULAR ROADDIMAPUR NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U02000NL2010PTC008279","7-26-2010","UNIQUE FOREST PRODUCTS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","G.S. ROAD, DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U02001NL1988PTC002980","5-10-1988","BHANDARI YANJO WOOD PRODUCTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares",500000,165400,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","P O & DIST VILL BHANDARITOWN DIST WOKHA NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U02001NL1993PTC003900","5-10-1993","N.D. FARMING COMPANY PVT LTD","STRIKE OFF","Private","Company Limited by Shares",20000,20,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","KHERMAHAL KOHIMA DIMAPUR Nagaland INDIA","Indian Non-Government Company"
"U02001NL1996PTC004921","12-10-1996","TAHAIKI PLANTATIONS PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",3000000,2000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","CIRCULAR ROADDIMAPUR DISTRICT KOHIMA NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U02001NL1997PTC004981","2-5-1997","TECHAUKI PLANTATIONS PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",3000000,2000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","CIRCULAR ROADOPP HOLY CROSS DIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U02005NL2010PTC008280","7-26-2010","SOLID WOOD PROCESSING & RESEARCHERS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",2000000,100000,"Nagaland","RoC-Shillong","Agriculture and Allied Activities","G.S. ROAD, DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U10101NL2007PTC008234","2-6-2007","TAI-WANG-SHU MINING AND MANUFACTURING COMPANY PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,0,"Nagaland","RoC-Shillong","Mining & Quarrying","HELSA COTTAGE DIC COLONY MON Nagaland INDIA 798621","Indian Non-Government Company"
"U10102NL2012PLC008326","8-28-2012","LORDS MINING AND RESOURCES LIMITED","ACTIVE","Public","Company Limited by Shares",2000000,930000,"Nagaland","RoC-Shillong","Mining & Quarrying","TONGMEI KONYAK VILLAGE LAPA LAMPONG TIZIT TOWN Nagaland INDIA 798602","Indian Non-Government Company"
"U11100NL2010PTC008270","5-10-2010","CONA OVERSEAS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",10000000,400000,"Nagaland","RoC-Shillong","Mining & Quarrying","4F AIKO BLDG NAGARJAN JUNCTION BANK COLONY DIMAPUR DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U11101NL1981SGC001879","5-21-1981","NAGALAND STATE MINERAL DEVELOPMENT CORPORATION LTD","ACTIVE","Private","Company Limited by Shares",50000000,16000400,"Nagaland","RoC-Shillong","Mining & Quarrying","A.G.COLONY KOHIMA Nagaland INDIA 797001","State Government Company"
"U14200NL2009PTC008257","2-18-2009","ONG MINING & MARKETING PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Mining & Quarrying","NEAR SUB JAIL KASHIRAM DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U14200NL2011PTC008292","3-8-2011","KING TECHNOLOGIES AND RESOURCES PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,900000,"Nagaland","RoC-Shillong","Mining & Quarrying","C-253, LERIE COLONY P.BOX-181 KOHIMA Nagaland INDIA 797001","Indian Non-Government Company"
"U14200NL2012PTC008316","3-7-2012","BLACK DIAMOND MINING PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",100000,100000,"Nagaland","RoC-Shillong","Mining & Quarrying","THILIXU BLOCK III NEAR A.R.T.C. 1.5 MILE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U14200NL2012PTC008317","3-7-2012","NORTHEAST MINING PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",100000,100000,"Nagaland","RoC-Shillong","Mining & Quarrying","THILIXU BLOCK III NEAR A.R.T.C. 1.5 MILE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U14200NL2013PTC008348","2-27-2013","HORNBILL MINES & MINERALS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,700000,"Nagaland","RoC-Shillong","Mining & Quarrying","PLOT NO - 182, HOUSE NO - 2 MOLUNGYIMSEN, B, LUYONG TULI Nagaland INDIA 798618","Indian Non-Government Company"
"U15132NL2000PTC006110","4-3-2000","GOPI DEHYDRATES PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",2500000,1567000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","ANAND BHAWAN,GURUDWARA ROADDIMAPUR NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U15143NL1995PTC004639","12-20-1995","PIKATO MULTI SECTORAL AGRO PROJECTS PVT LTD","STRIKE OFF","Private","Company Limited by Shares",1000000,300000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","CHUMUKEDIMA BLOCK NO IDIST KOHIMA NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U15203NL1994PTC004292","11-11-1994","S.B.FOOD PROCESSING PVT LTD","STRIKE OFF","Private","Company Limited by Shares",3500000,2400000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","C COURT JUNCTIONPOST BOX NO 205 DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15310NL1986PTC002510","4-1-1986","REGAL FLOUR MILLS COMPANY PVT LTD","STRIKE OFF","Private","Company Limited by Shares",2000000,3000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","OINGRIJANDIMAPUR NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U15311NL1973PTC001399","1-24-1973","DIMAPUR ROLLER FLOUR MILLS PVT LTD","STRIKE OFF","Private","Company Limited by Shares",1500000,1043000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U15311NL1983PTC002035","4-4-1983","OTING TIMBER INDUSTIES PVT LTD","STRIKE OFF","Private","Company Limited by Shares",30000000,14629000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","P 0 TIRU NAGINIMARADIST MON NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U15311NL1987PLC002827","12-14-1987","NAGALAND ROLLER FLOUR MILLS LTD","ACTIVE","Public","Company Limited by Shares",30000000,16501350,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","KALIBARI ROADDIMAPUR NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U15412NL1998PTC005433","6-9-1998","BREEZE CONFECTIONERY PVT LTD","DORMANT","Private","Company Limited by Shares",2500000,200000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","BREEZE BAKERY SIGNAL BASTIDIMAPUR DIST KOHIMA NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U15412NL2014PTC008365","1-31-2014","TRIBAL HARVEST PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",100000,100000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","MAO COLONY KUDA VILLAGE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15424NL1973SGC001406","3-22-1973","NAGALAND SUGAR MILLS CO LTD","DORMANT","Public","Company Limited by Shares",25000000,16500000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","DIST KOHIMA DIMAPUR Nagaland INDIA","State Government Company"
"U15424NL1989SGC003175","2-2-1989","NAGALAND KHANDSARI SUGAR MILLS LTD","STRIKE OFF","Private","Company Limited by Shares",20000000,3000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","JALUKIS DIST. KOHIMA KOHIMA Nagaland INDIA","State Government Company"
"U15490NL2010PTC008274","6-3-2010","SHILLOI FOODS PRIV LIMITED","UNDER PROCESS OF STRIKING OFF","Private","Company Limited by Shares",20000000,1000000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","SHED NO. 1, 2, 3, 4 INDUSTRIAL GROWTH CENTRE GANESH NAGAR, DIMAPUR, NAGALAND DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15490NL2011PTC008296","5-2-2011","S.D. INFRA MANUFACTURING COMPANY PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",10000000,900000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","MILLENIUM MARKET G.S. ROAD DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15490NL2014PTC008367","3-13-2014","AADYASHAKTI FOODS & BEVERAGES PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",100000000,600000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","H/NO-207, KHETI LUMTHI COLONY, NEAR SITLABARI, NEAR J C DAS STT'S HOUSE DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15491NL1993PTC003983","8-27-1993","GREENER PASTURES PVT LTD","STRIKE OFF","Private","Company Limited by Shares",20000,20,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","KHERMAHAL DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15491NL1998PTC005491","8-6-1998","HILLS TRANSPORT CO PVT LTD","STRIKE OFF","Private","Company Limited by Shares",500000,100000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","NUTON BASTI DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U15511NL1986PTC002509","3-27-1986","EASTCHEM PVT LTD","STRIKE OFF","Private","Company Limited by Shares",1000000,200,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","NEPALI BASTI DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA 797112","Indian Non-Government Company"
"U15531NL1984PTC002172","5-10-1984","NAGALAND BEVERAGES PVT LTD","DORMANT","Private","Company Limited by Shares",2500000,166050,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","Haralu colony,burma camp Dimapur nagaland Nagaland INDIA","Indian Non-Government Company"
"U15531NL2004PTC007567","11-5-2004","NORTH EAST PURE BEVERAGES PRIV LIMITED","STRIKE OFF","Private","Company Limited by Shares",2000000,1000000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","Circular Road, DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
"U15532NL1995PTC004449","5-18-1995","RADIANT MANUFACTURERS PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",150000000,68855400,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","116 FELLOWSHIP COLONYDIMAPUR DIST KOHIMA NAGALAND Nagaland INDIA","Indian Non-Government Company"
"U15541NL2012PTC008327","9-24-2012","BIDAMI ENTERPRISE PRIV LIMITED","ACTIVE","Private","Company Limited by Shares",1000000,100000,"Nagaland","RoC-Shillong","Manufacturing (Food stuffs)","JAIN TEMPLE ROAD DIMAPUR Nagaland INDIA 797112","Indian Non-Government Company"
