"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","REGISTRAR_OF_COMPANIES","PRINCIPAL_BUSINESS_ACTIVITY","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U01122JK1997PLC001737","3-09-1997","SHAHI PLANTATIONS LIMITED.","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","200,000.00","35,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","TATU GROUND,GENERAL BUS STAND, Batmaloo, Srinagar JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1997PLC001741","9-09-1997","WULLAR AGRO PLANTATIONS LIMITED.","STRIKE OFF","Public","Company Limited by Shares","200,000.00","105,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","K.P.ROAD,ANANTNAG,KASHMIR,JAMMU & KASHMIR) JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1997PLC001767","12-11-1997","VEERBHARAT FARMS AND PLANTATIONS INDIA LIMITED","DORMANT","Public","Company Limited by Shares","500,000.00","700","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","C/o Sh. Karam Singh Samyal, G.T. Road, Bari Brahmana, JAMMU Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1997PLC001779","11-12-1997","KHOOIHAMA PLANTATIONS LIMITED.","STRIKE OFF","Public","Company Limited by Shares","200,000.00","20,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","KASHMIR BOOT HOUSE BUILDING,COCOURT ROAD,BANDIPORA KASHMIR. JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PLC001792","27-01-1998","MANASBAL ENDOWMENT PLANTATIONS INDIA LIMITED.","STRIKE OFF","Public","Company Limited by Shares","500,000.00","70,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Lal Chowk, Srinagar JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PLC001824","23-04-1998","ORIENTAL PLANTATION (INDIA) LIMITED","STRIKE OFF","Public","Company Limited by Shares","2,500,000.00","41,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","C/O,V K ABROL,NR HILL VIEW HOTELBATOTE,DISTT-DODA (J & K) JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PLC001836","5-06-1998","SYED AGRO PLANTATIONS LIMITED.","DORMANT","Public","Company Limited by Shares","200,000.00","7,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","ROOMA HOTEL,KHONAKAN,NEW ROAD DATGATE,SRINAGAR, KASHMIR. JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PLC001837","9-06-1998","PAMPOSH PLANTATIONS LIMITED.","DORMANT","Public","Company Limited by Shares","500,000.00","50,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","MARKOO BUILDING,COURT ROAD,LAL CHOWK,SRINAGAR (J.&K.) JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PLC001879","14-08-1998","PEHAN PLANTATIONS LIMITED.","UNDER PROCESS OF STRIKING OFF","Public","Company Limited by Shares","1,000,000.00","70,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","23-A,SHASTRI NAGAR,JAMMU.(J & K.) JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PTC001800","27-02-1998","SYNTHEN AGRO PLANTATIONS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","200,000.00","30,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Wandevalgam, Distt. Anantnag JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1998PTC001861","4-08-1998","SODHI AGRO PLANTATIONS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","20,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","BABU TRADERS JAWAHAR NAGAR,GURDWARA SHOPS,SRINAGAR (J&K) JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK1999PTC002013","16-09-1999","MIR KESAR PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","329,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","NAMBAL PAMPOREKASHMIR Srinagar JAMMU AND KASHMIR Jammu and Kashmir INDIA 190001","Indian Non-Government Company"
"U01122JK2003PTC002290","21-05-2003","ORNATE GARDENS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","500,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","QAMARWANICHATTABAL SRINAGAR 190010 JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01122JK2007PTC002817","31-08-2007","QUALITY JUGLAN EXPORTERS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00",NA,"Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","INDUSTRIAL ESTATE, SIDCO, RANGRETH BUDGAM Jammu and Kashmir INDIA 190007","Others"
"U01122JK2012PTC003580","7-06-2012","JAMMU ORIENTAL FRESH FARMERS PRODUCER COMPANY LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","C/O DEEPAK KUMAR SHARMA POUNI CHAK, PO - AKAL PUR JAMMU Jammu and Kashmir INDIA 180002","Indian Non-Government Company"
"U01132JK1982PTC000567","19-10-1982","DUKSUM PLANTATIONS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","100,000.00","20","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Mirza Bagh, Nageen, Srinagar Kashmir Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01132JK2001PLC002153","17-04-2001","AOTLAND TEA LIMITED","DORMANT","Public","Company Limited by Shares","1,000,000.00","900,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","A- 2/112, BAHU PLAZAJAMMU. J&K JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01134JK1995PTC001466","9-08-1995","KHYBER AGRO FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","110,000,000.00","50,220,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","SDPS BUILDING GONI KHANHAZURI BAGH, SRINAGAR JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01135JK1973PLC000388","12-12-1973","SUNGRO SEEDS RESEARCH LIMITED","AMALGAMATED","Public","Company Limited by Shares","10,000,000.00","9,450,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","H.NO. 247 SECTOR-1A TRIKUTANAGAR JAMMU JAMMU JAMMU AND KASHMIR Jammu and Kashmir INDIA 180012","Indian Non-Government Company"
"U01135JK1983PTC000598","23-03-1983","RAMAN SEEDS PRIVATE LIMITED.","DORMANT","Private","Company Limited by Shares","200,000.00","7,200.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","KARAN NAGAR, Near National Hospital, Srinagar JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01135JK1985PTC000835","31-10-1985","SHEELA SEEDS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","15,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","SONWAR BAGH SRINAGAR JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01135JK1988PTC001038","20-05-1988","UNITED SEEDS PRIVATE LIMITED.","DORMANT","Private","Company Limited by Shares","2,000,000.00","545,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","RAM MUNSHI BAGHSRINAGAR. JAMMU AND KASHMIR JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01135JK1989PTC001124","21-06-1989","KASHMIR SEEDS PRIVATE LIMITED.","DORMANT","Private","Company Limited by Shares","500,000.00","20,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","METRO POLITAN HOTELSRINAGAR JAMMU AND KASHMIR JAMMU AND KASHMIR Jammu and Kashmir INDIA 190001","Indian Non-Government Company"
"U01135JK2003PTC002349","11-11-2003","PARAMOUNT AGRO FOOD PRODUCTS PRIVATE LIMITED","DORMANT","Private","Company Limited by Shares","1,000,000.00","120,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","22 MUNICIPAL COMPLEXREGAL LANE, RESIDENCY ROAD, SRINAGAR JAMMU AND KASHMIR Jammu and Kashmir INDIA","Indian Non-Government Company"
"U01135JK2007PTC002839","12-11-2007","KANWAL AGRO FARMS PRIVATE LIMITED.","ACTIVE","Private","Company Limited by Shares","10,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","KANWAL HOUSE, INDUSTRIAL ESTATE ANANTNAG Jammu and Kashmir INDIA 192101","Indian Non-Government Company"
"U01200JK2013PTC003764","3-01-2013","EDEN HIGHFIELD FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","300,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Sheikh Manzil Adalat Masjid Hawal Srinagar Jammu and Kashmir INDIA 190003","Indian Non-Government Company"
"U01212JK1978SGC000428","10-04-1978","JAMMUANDKASHMIR HORTICULTURAL PRODUCE MKT&PROCESSING CORPORATION LIMITED","ACTIVE","Public","Company Limited by Shares","100,000,000.00","92,000,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","RAJ BAGH, SRINAGAR, KASHMIRJ&K Near Convent School JAMMU AND KASHMIR Jammu and Kashmir INDIA 190008","State Government Company"
"U01222JK2010PTC003151","27-04-2010","ARTY POULTRY FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Kanlibagh Near Mini Secretriat Baramulla Jammu and Kashmir INDIA 193101","Indian Non-Government Company"
"U01400JK2009PTC003018","20-05-2009","HALEEB DAIRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","THIRD FLOOR, MIR N CO SHOPPING COMPLEX NEAR TATA INDICOM OFFICE, KARAN NAGAR SRINAGAR Jammu and Kashmir INDIA 190010","Indian Non-Government Company"
"U01400JK2012PLC003613","16-07-2012","FANTAILS AGROTECH LIMITED","ACTIVE","Public","Company Limited by Shares","1,000,000.00","500,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","VILL-SHOPIAN, P.O-SHOPIAN SHOPIAN Jammu and Kashmir INDIA 192303","Indian Non-Government Company"
"U01400JK2012PTC003603","3-07-2012","NEDOUS AGRI FRESH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","1 MAULANA AZAD ROAD, NEDOU'S OFFICE BEHIND NEDOU'S HOTEL SRINAGAR Jammu and Kashmir INDIA 190001","Indian Non-Government Company"
"U01400JK2015OPC004315","2-02-2015","ELECANUS AGROTECH (OPC) PRIVATE LIMITED","ACTIVE","One Person Company","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","VILLAGE SHANGROO TEHSIL DODA Jammu and Kashmir INDIA 182201","Indian Non-Government Company"
"U01402JK2008PTC002909","8-05-2008","KASHMIR GEO TECHNOLOGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","MAIN MARKET KANGAN GANDERBAL SRINAGAR Jammu and Kashmir INDIA 191202","Indian Non-Government Company"
"U01403JK2007PTC002761","26-03-2007","RAIN AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","PURAN KA KOTHA, GHO MANASA, JAMMU Jammu and Kashmir INDIA 180002","Indian Non-Government Company"
"U01403JK2007PTC002764","4-04-2007","ADNAN AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","61- VIDHATA NAGAR, NARWAL BATHINDI ROAD, JAMMU Jammu and Kashmir INDIA 180011","Indian Non-Government Company"
"U01403JK2007PTC002771","25-04-2007","SHOWER AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","CHAK AGRA, R. S. PURA, JAMMU JAMMU Jammu and Kashmir INDIA 181123","Indian Non-Government Company"
"U01403JK2007PTC002811","24-08-2007","SAPPHIRE CORPORATION PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","50,000,000.00","500,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","KANI MAZAR, JAMALATA, NAWAKADAK, SRINAGAR Jammu and Kashmir INDIA 190002","Indian Non-Government Company"
"U01403JK2008PLC002937","16-09-2008","SUDARSHAN CONSOLIDATED LIMITED.","ACTIVE","Public","Company Limited by Shares","50,000,000.00","46,200,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","INDUSTRIAL GROWTH CENTRE PHASE-I, SAMBA JAMMU Jammu and Kashmir INDIA 184121","Indian Non-Government Company"
"U01403JK2008PTC002924","17-06-2008","PAMBASAR AGRO PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","BEDAR HOUSE, PARRAY PORA BAGHAT, BARZULLA, BUDGAM, SRINAGAR Jammu and Kashmir INDIA 191111","Indian Non-Government Company"
"U01403JK2009PTC002963","6-01-2009","VAISHNODEVI PIGMENTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","NEAR RAILWAY CROSSING KHASRA NO: 721, VILLAGE LOGATE, KATHUA KATHUA Jammu and Kashmir INDIA 184104","Indian Non-Government Company"
"U01403JK2009PTC003044","23-07-2009","ISHWAR RICE AND GENERAL MILLS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","2,300,000.00","2,300,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","VILLAGE KOTHI POST OFFICE KHOUR TEHSIL R S PURA JAMMU Jammu and Kashmir INDIA 181121","Indian Non-Government Company"
"U01403JK2009PTC003082","19-11-2009","PEAKS AGRO WAREHOUSING PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","NH1-Lasjan Bypass Near Hotel Silver Star Srinagar Jammu and Kashmir INDIA 191101","Indian Non-Government Company"
"U01403JK2009PTC003091","21-12-2009","PRIDE AGRI PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","10,000,000.00","1,000,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","H.No.1, Nishat Enclave Ishber Nishat Srinagar Jammu and Kashmir INDIA 191121","Indian Non-Government Company"
"U01403JK2011PTC003254","10-01-2011","H. N. AGRI SERVE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","20,000,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","VILLAGE LASSIPORA PULWAMA Jammu and Kashmir INDIA 192303","Indian Non-Government Company"
"U01403JK2011PTC003349","1-08-2011","KVB AGRO FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","1,000,000.00","900,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","UTIKOO MAGAM MAIN ROAD GULMARG BARAMULLA Jammu and Kashmir INDIA 193401","Indian Non-Government Company"
"U01403JK2011PTC003375","20-09-2011","NEWLY BIRTH FARM COMPANY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","KRISHAMA TEHSIL PATTAN PATTAN Jammu and Kashmir INDIA 193121","Indian Non-Government Company"
"U01403JK2011PTC003376","20-09-2011","KASHMIR FRESH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","46 INDUSTRAIL ESTATE SANAT NAGAR SRINAGAR Jammu and Kashmir INDIA 190005","Indian Non-Government Company"
"U01403JK2012PLC003619","20-07-2012","SINGUR AGROTECH INDIA LIMITED","ACTIVE","Public","Company Limited by Shares","500,000.00","500,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","Madina Shopping Mall KAKSARAI Karan Nagar Jammu and Kashmir INDIA 190010","Indian Non-Government Company"
"U01403JK2012PTC003618","19-07-2012","AL RAWDAH AGRO ENERGY PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","HOUSE . NO-114 BUDSHAH COLONY LANE 3 SANAT NAGAR Jammu and Kashmir INDIA 190005","Indian Non-Government Company"
"U01403JK2012PTC003720","1-11-2012","A M POULTRIES PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","96 BALHAMA PARTLY SRINAGAR Jammu and Kashmir INDIA 191101","Indian Non-Government Company"
"U01403JK2013PTC003772","8-01-2013","SHAHEEN AGRO FRESH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","60,000,000.00","5,000,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","MOMIN ABAD, HYDERPORA, SRINAGAR Jammu and Kashmir INDIA 190014","Indian Non-Government Company"
"U01403JK2013PTC004060","4-12-2013","H.N AGRICHAIN PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","I.G.C LASSIPORA PULWAMA SRINAGAR Jammu and Kashmir INDIA 192103","Indian Non-Government Company"
"U01403JK2013PTC004061","4-12-2013","COLD ARID AGRI-TECH PRODUCTS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","34 , Chowpa Ranbirpur Thikshey Leh Jammu and Kashmir INDIA 194101","Indian Non-Government Company"
"U01403JK2013PTC004070","11-12-2013","AWWAL AGRO FARMS PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","1ST FLOOR, 285 JAWAHAR NAGAR NEAR DAV SCHOOL SRINAGAR Jammu and Kashmir INDIA 190008","Indian Non-Government Company"
"U01403JK2014OPC004254","27-10-2014","MEVA AGRO PRODUCTS (OPC) PRIVATE LIMITED","ACTIVE","One Person Company","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","BYE PASS (WEST) HYDERPORA SRINAGAR Jammu and Kashmir INDIA 190014","Indian Non-Government Company"
"U01403JK2014PTC004119","4-02-2014","BYUL AGRISERVE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","2ND FLOOR POLO PALAZA POLO VIEW SRINAGAR Jammu and Kashmir INDIA 190001","Indian Non-Government Company"
"U01403JK2014PTC004120","4-02-2014","GRUESS AGRISERVE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","HARDPORA ACHABAL ANANTNAG SRINAGAR Jammu and Kashmir INDIA 192101","Indian Non-Government Company"
"U01403JK2014PTC004121","4-02-2014","KASHTKAR AGRO PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","HAIGAM SOPORE BARAMULLAH SRINAGAR Jammu and Kashmir INDIA 193410","Indian Non-Government Company"
"U01403JK2014PTC004129","18-02-2014","VEERPAL AGROTECH PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","100,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","LANE NO 1, H NO 1 SURYA VIHAR BOHRI (PATTA) JAMMU Jammu and Kashmir INDIA 180002","Indian Non-Government Company"
"U01403JK2014PTC004154","20-03-2014","KISSAN C.A. STORE PRIVATE LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","200,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","BATPORA HAZRATBAL SRINAGAR Jammu and Kashmir INDIA 190006","Indian Non-Government Company"
"U01403JK2014PTC004204","7-07-2014","KASHMIR KISAAN PRODUCER COMPANY LIMITED","ACTIVE","Private","Company Limited by Shares","200,000.00","100,000.00","Jammu and Kashmir","RoC-Jammu","Agriculture and Allied Activities","139-KATH PORA BALA PALHALAN P.O.PATTAN- P.S.-PATTANBARAMULLA SRINAGAR Jammu and Kashmir INDIA 193121","Indian Non-Government Company"
